Column Name,Unique Value Count,Value,Proposed_Numeric_Code
28.你同不同意以下說法？ - 28-3.我會隨時透過網路追蹤朋友們的行蹤和做的事情,4,很不同意,1.0
28.你同不同意以下說法？ - 28-3.我會隨時透過網路追蹤朋友們的行蹤和做的事情,4,很同意,4.0
28.你同不同意以下說法？ - 28-3.我會隨時透過網路追蹤朋友們的行蹤和做的事情,4,還算同意,3.0
28.你同不同意以下說法？ - 28-4.沒跟上網路上的首播、直播或活動，我會感到很困擾,4,不太同意,2.0
28.你同不同意以下說法？ - 28-4.沒跟上網路上的首播、直播或活動，我會感到很困擾,4,很不同意,1.0
28.你同不同意以下說法？ - 28-4.沒跟上網路上的首播、直播或活動，我會感到很困擾,4,很同意,4.0
28.你同不同意以下說法？ - 28-4.沒跟上網路上的首播、直播或活動，我會感到很困擾,4,還算同意,3.0
29.關於上網，以下敘述符不符合你的情形？ - 29-1.想上網而無法上網的時候，我就會感到坐立不安。,3,不太符合,2.0
29.關於上網，以下敘述符不符合你的情形？ - 29-1.想上網而無法上網的時候，我就會感到坐立不安。,3,很不符合,1.0
29.關於上網，以下敘述符不符合你的情形？ - 29-1.想上網而無法上網的時候，我就會感到坐立不安。,3,很符合,4.0
29.關於上網，以下敘述符不符合你的情形？ - 29-2.只要有一段時間沒有上網，我就會覺得心裡不舒服。,3,不太符合,2.0
29.關於上網，以下敘述符不符合你的情形？ - 29-2.只要有一段時間沒有上網，我就會覺得心裡不舒服。,3,很不符合,1.0
29.關於上網，以下敘述符不符合你的情形？ - 29-2.只要有一段時間沒有上網，我就會覺得心裡不舒服。,3,很符合,4.0
29.關於上網，以下敘述符不符合你的情形？ - 29-3.我只要超過一天沒上網玩，就會很難受。,3,不太符合,2.0
29.關於上網，以下敘述符不符合你的情形？ - 29-3.我只要超過一天沒上網玩，就會很難受。,3,很不符合,1.0
29.關於上網，以下敘述符不符合你的情形？ - 29-3.我只要超過一天沒上網玩，就會很難受。,3,很符合,4.0
29.關於上網，以下敘述符不符合你的情形？ - 29-4.發現自己上網休閒的時間越來越長。,3,不太符合,2.0
29.關於上網，以下敘述符不符合你的情形？ - 29-4.發現自己上網休閒的時間越來越長。,3,很不符合,1.0
29.關於上網，以下敘述符不符合你的情形？ - 29-4.發現自己上網休閒的時間越來越長。,3,很符合,4.0
29.關於上網，以下敘述符不符合你的情形？ - 29-5.平均而言，我每周上網休閒的時間比以前增加許多。,3,不太符合,2.0
29.關於上網，以下敘述符不符合你的情形？ - 29-5.平均而言，我每周上網休閒的時間比以前增加許多。,3,很不符合,1.0
29.關於上網，以下敘述符不符合你的情形？ - 29-5.平均而言，我每周上網休閒的時間比以前增加許多。,3,很符合,4.0
29.關於上網，以下敘述符不符合你的情形？ - 29-6.我實際上網所花的時間遠遠超過原來預期的時間。,3,不太符合,2.0
29.關於上網，以下敘述符不符合你的情形？ - 29-6.我實際上網所花的時間遠遠超過原來預期的時間。,3,很不符合,1.0
29.關於上網，以下敘述符不符合你的情形？ - 29-6.我實際上網所花的時間遠遠超過原來預期的時間。,3,很符合,4.0
29.關於上網，以下敘述符不符合你的情形？ - 29-7.上網對我的學業或工作已造成一些負面的影響。,3,不太符合,2.0
29.關於上網，以下敘述符不符合你的情形？ - 29-7.上網對我的學業或工作已造成一些負面的影響。,3,很不符合,1.0
29.關於上網，以下敘述符不符合你的情形？ - 29-7.上網對我的學業或工作已造成一些負面的影響。,3,很符合,4.0
29.關於上網，以下敘述符不符合你的情形？ - 29-8.上網已經很明顯地危害到我的生理或心理健康。,3,不太符合,2.0
29.關於上網，以下敘述符不符合你的情形？ - 29-8.上網已經很明顯地危害到我的生理或心理健康。,3,很不符合,1.0
29.關於上網，以下敘述符不符合你的情形？ - 29-8.上網已經很明顯地危害到我的生理或心理健康。,3,很符合,4.0
29.關於上網，以下敘述符不符合你的情形？ - 29-9.因為上網的關係，我和家人及朋友的互動減少了。,3,不太符合,2.0
29.關於上網，以下敘述符不符合你的情形？ - 29-9.因為上網的關係，我和家人及朋友的互動減少了。,3,很不符合,1.0
29.關於上網，以下敘述符不符合你的情形？ - 29-9.因為上網的關係，我和家人及朋友的互動減少了。,3,很符合,4.0
29.關於上網，以下敘述符不符合你的情形？ - 29-10.我常因熬夜上網休閒，導致白天精神或體力很差。,3,不太符合,2.0
29.關於上網，以下敘述符不符合你的情形？ - 29-10.我常因熬夜上網休閒，導致白天精神或體力很差。,3,很不符合,1.0
29.關於上網，以下敘述符不符合你的情形？ - 29-10.我常因熬夜上網休閒，導致白天精神或體力很差。,3,很符合,4.0
30.上九年級以來，你曾在現實生活中(非網上)，被其他人辱罵、惡意取笑、破壞或搶取東西、肢體攻擊、拒絕加入討論或活動嗎？,2,不曾,0.0
30.上九年級以來，你曾在現實生活中(非網上)，被其他人辱罵、惡意取笑、破壞或搶取東西、肢體攻擊、拒絕加入討論或活動嗎？,2,曾經有,1.0
31.上九年級以來，你曾在現實生活中(非網上)遇到這樣的事情嗎？ - 31-1.別人用髒話罵或威脅我。,4,偶爾,2.0
31.上九年級以來，你曾在現實生活中(非網上)遇到這樣的事情嗎？ - 31-1.別人用髒話罵或威脅我。,4,從未,1.0
31.上九年級以來，你曾在現實生活中(非網上)遇到這樣的事情嗎？ - 31-1.別人用髒話罵或威脅我。,4,有時,3.0
31.上九年級以來，你曾在現實生活中(非網上)遇到這樣的事情嗎？ - 31-1.別人用髒話罵或威脅我。,4,經常,4.0
31.上九年級以來，你曾在現實生活中(非網上)遇到這樣的事情嗎？ - 31-2.別人說我的壞話。,4,偶爾,2.0
31.上九年級以來，你曾在現實生活中(非網上)遇到這樣的事情嗎？ - 31-2.別人說我的壞話。,4,從未,1.0
31.上九年級以來，你曾在現實生活中(非網上)遇到這樣的事情嗎？ - 31-2.別人說我的壞話。,4,有時,3.0
31.上九年級以來，你曾在現實生活中(非網上)遇到這樣的事情嗎？ - 31-2.別人說我的壞話。,4,經常,4.0
31.上九年級以來，你曾在現實生活中(非網上)遇到這樣的事情嗎？ - 31-3.不讓我加入討論、活動或不准別人跟我說話、一起行動。,4,偶爾,2.0
31.上九年級以來，你曾在現實生活中(非網上)遇到這樣的事情嗎？ - 31-3.不讓我加入討論、活動或不准別人跟我說話、一起行動。,4,從未,1.0
31.上九年級以來，你曾在現實生活中(非網上)遇到這樣的事情嗎？ - 31-3.不讓我加入討論、活動或不准別人跟我說話、一起行動。,4,有時,3.0
31.上九年級以來，你曾在現實生活中(非網上)遇到這樣的事情嗎？ - 31-3.不讓我加入討論、活動或不准別人跟我說話、一起行動。,4,經常,4.0
31.上九年級以來，你曾在現實生活中(非網上)遇到這樣的事情嗎？ - 31-4.被嘲笑外表或言行舉止。,4,偶爾,2.0
31.上九年級以來，你曾在現實生活中(非網上)遇到這樣的事情嗎？ - 31-4.被嘲笑外表或言行舉止。,4,從未,1.0
31.上九年級以來，你曾在現實生活中(非網上)遇到這樣的事情嗎？ - 31-4.被嘲笑外表或言行舉止。,4,有時,3.0
31.上九年級以來，你曾在現實生活中(非網上)遇到這樣的事情嗎？ - 31-4.被嘲笑外表或言行舉止。,4,經常,4.0
31.上九年級以來，你曾在現實生活中(非網上)遇到這樣的事情嗎？ - 31-5.被嘲笑我喜歡某個人。,4,偶爾,2.0
31.上九年級以來，你曾在現實生活中(非網上)遇到這樣的事情嗎？ - 31-5.被嘲笑我喜歡某個人。,4,從未,1.0
31.上九年級以來，你曾在現實生活中(非網上)遇到這樣的事情嗎？ - 31-5.被嘲笑我喜歡某個人。,4,有時,3.0
31.上九年級以來，你曾在現實生活中(非網上)遇到這樣的事情嗎？ - 31-5.被嘲笑我喜歡某個人。,4,經常,4.0
31.上九年級以來，你曾在現實生活中(非網上)遇到這樣的事情嗎？ - 31-6.故意破壞我的東西或故意藏起來。,4,偶爾,2.0
31.上九年級以來，你曾在現實生活中(非網上)遇到這樣的事情嗎？ - 31-6.故意破壞我的東西或故意藏起來。,4,從未,1.0
31.上九年級以來，你曾在現實生活中(非網上)遇到這樣的事情嗎？ - 31-6.故意破壞我的東西或故意藏起來。,4,有時,3.0
31.上九年級以來，你曾在現實生活中(非網上)遇到這樣的事情嗎？ - 31-6.故意破壞我的東西或故意藏起來。,4,經常,4.0
31.上九年級以來，你曾在現實生活中(非網上)遇到這樣的事情嗎？ - 31-7.勒索或強要我的東西。,4,偶爾,2.0
31.上九年級以來，你曾在現實生活中(非網上)遇到這樣的事情嗎？ - 31-7.勒索或強要我的東西。,4,從未,1.0
31.上九年級以來，你曾在現實生活中(非網上)遇到這樣的事情嗎？ - 31-7.勒索或強要我的東西。,4,有時,3.0
31.上九年級以來，你曾在現實生活中(非網上)遇到這樣的事情嗎？ - 31-7.勒索或強要我的東西。,4,經常,4.0
31.上九年級以來，你曾在現實生活中(非網上)遇到這樣的事情嗎？ - 31-8.別人對我肢體攻擊。,4,偶爾,2.0
31.上九年級以來，你曾在現實生活中(非網上)遇到這樣的事情嗎？ - 31-8.別人對我肢體攻擊。,4,從未,1.0
31.上九年級以來，你曾在現實生活中(非網上)遇到這樣的事情嗎？ - 31-8.別人對我肢體攻擊。,4,有時,3.0
31.上九年級以來，你曾在現實生活中(非網上)遇到這樣的事情嗎？ - 31-8.別人對我肢體攻擊。,4,經常,4.0
32.上九年級以來，你曾在現實生活中(非網上)，對別人辱罵、惡意取笑、破壞或搶取東西、肢體攻擊、拒絕讓某個人加入討論或活動嗎？,2,不曾,0.0
32.上九年級以來，你曾在現實生活中(非網上)，對別人辱罵、惡意取笑、破壞或搶取東西、肢體攻擊、拒絕讓某個人加入討論或活動嗎？,2,曾經有,1.0
33.上九年級以來，你曾在現實生活中(非網上)對別人做過這樣的事嗎？ - 33-1.用髒話罵或威脅某人。,4,偶爾,2.0
33.上九年級以來，你曾在現實生活中(非網上)對別人做過這樣的事嗎？ - 33-1.用髒話罵或威脅某人。,4,從未,1.0
33.上九年級以來，你曾在現實生活中(非網上)對別人做過這樣的事嗎？ - 33-1.用髒話罵或威脅某人。,4,有時,3.0
33.上九年級以來，你曾在現實生活中(非網上)對別人做過這樣的事嗎？ - 33-1.用髒話罵或威脅某人。,4,經常,4.0
33.上九年級以來，你曾在現實生活中(非網上)對別人做過這樣的事嗎？ - 33-2.說某人的壞話。,4,偶爾,2.0
33.上九年級以來，你曾在現實生活中(非網上)對別人做過這樣的事嗎？ - 33-2.說某人的壞話。,4,從未,1.0
33.上九年級以來，你曾在現實生活中(非網上)對別人做過這樣的事嗎？ - 33-2.說某人的壞話。,4,有時,3.0
33.上九年級以來，你曾在現實生活中(非網上)對別人做過這樣的事嗎？ - 33-2.說某人的壞話。,4,經常,4.0
33.上九年級以來，你曾在現實生活中(非網上)對別人做過這樣的事嗎？ - 33-3.不讓某人加入活動、討論事情或不准別人跟某人說話、一起行動。,4,偶爾,2.0
33.上九年級以來，你曾在現實生活中(非網上)對別人做過這樣的事嗎？ - 33-3.不讓某人加入活動、討論事情或不准別人跟某人說話、一起行動。,4,從未,1.0
33.上九年級以來，你曾在現實生活中(非網上)對別人做過這樣的事嗎？ - 33-3.不讓某人加入活動、討論事情或不准別人跟某人說話、一起行動。,4,有時,3.0
33.上九年級以來，你曾在現實生活中(非網上)對別人做過這樣的事嗎？ - 33-3.不讓某人加入活動、討論事情或不准別人跟某人說話、一起行動。,4,經常,4.0
33.上九年級以來，你曾在現實生活中(非網上)對別人做過這樣的事嗎？ - 33-4.嘲笑某人的外貌或言行舉止。,4,偶爾,2.0
33.上九年級以來，你曾在現實生活中(非網上)對別人做過這樣的事嗎？ - 33-4.嘲笑某人的外貌或言行舉止。,4,從未,1.0
33.上九年級以來，你曾在現實生活中(非網上)對別人做過這樣的事嗎？ - 33-4.嘲笑某人的外貌或言行舉止。,4,有時,3.0
33.上九年級以來，你曾在現實生活中(非網上)對別人做過這樣的事嗎？ - 33-4.嘲笑某人的外貌或言行舉止。,4,經常,4.0
33.上九年級以來，你曾在現實生活中(非網上)對別人做過這樣的事嗎？ - 33-5.嘲笑某人他喜歡某個人。,4,偶爾,2.0
33.上九年級以來，你曾在現實生活中(非網上)對別人做過這樣的事嗎？ - 33-5.嘲笑某人他喜歡某個人。,4,從未,1.0
33.上九年級以來，你曾在現實生活中(非網上)對別人做過這樣的事嗎？ - 33-5.嘲笑某人他喜歡某個人。,4,有時,3.0
33.上九年級以來，你曾在現實生活中(非網上)對別人做過這樣的事嗎？ - 33-5.嘲笑某人他喜歡某個人。,4,經常,4.0
33.上九年級以來，你曾在現實生活中(非網上)對別人做過這樣的事嗎？ - 33-6.故意破壞某人的東西或故意藏起來。,4,偶爾,2.0
33.上九年級以來，你曾在現實生活中(非網上)對別人做過這樣的事嗎？ - 33-6.故意破壞某人的東西或故意藏起來。,4,從未,1.0
33.上九年級以來，你曾在現實生活中(非網上)對別人做過這樣的事嗎？ - 33-6.故意破壞某人的東西或故意藏起來。,4,有時,3.0
33.上九年級以來，你曾在現實生活中(非網上)對別人做過這樣的事嗎？ - 33-6.故意破壞某人的東西或故意藏起來。,4,經常,4.0
33.上九年級以來，你曾在現實生活中(非網上)對別人做過這樣的事嗎？ - 33-7.勒索或強要某人的東西。,4,偶爾,2.0
33.上九年級以來，你曾在現實生活中(非網上)對別人做過這樣的事嗎？ - 33-7.勒索或強要某人的東西。,4,從未,1.0
33.上九年級以來，你曾在現實生活中(非網上)對別人做過這樣的事嗎？ - 33-7.勒索或強要某人的東西。,4,有時,3.0
33.上九年級以來，你曾在現實生活中(非網上)對別人做過這樣的事嗎？ - 33-7.勒索或強要某人的東西。,4,經常,4.0
33.上九年級以來，你曾在現實生活中(非網上)對別人做過這樣的事嗎？ - 33-8.對某人肢體攻擊。,4,偶爾,2.0
33.上九年級以來，你曾在現實生活中(非網上)對別人做過這樣的事嗎？ - 33-8.對某人肢體攻擊。,4,從未,1.0
33.上九年級以來，你曾在現實生活中(非網上)對別人做過這樣的事嗎？ - 33-8.對某人肢體攻擊。,4,有時,3.0
33.上九年級以來，你曾在現實生活中(非網上)對別人做過這樣的事嗎？ - 33-8.對某人肢體攻擊。,4,經常,4.0
34.上九年級以來，你曾在網路上，被其他人辱罵、惡意取笑、拒絕加入討論、散佈丟臉的影片、發佈不實的訊息嗎？,2,不曾,0.0
34.上九年級以來，你曾在網路上，被其他人辱罵、惡意取笑、拒絕加入討論、散佈丟臉的影片、發佈不實的訊息嗎？,2,曾經有,1.0
35.上九年級以來，你曾在網路上遇到這樣的事情嗎？ - 35-1.別人用髒話罵或威脅我。,4,偶爾,2.0
35.上九年級以來，你曾在網路上遇到這樣的事情嗎？ - 35-1.別人用髒話罵或威脅我。,4,從未,1.0
35.上九年級以來，你曾在網路上遇到這樣的事情嗎？ - 35-1.別人用髒話罵或威脅我。,4,有時,3.0
35.上九年級以來，你曾在網路上遇到這樣的事情嗎？ - 35-1.別人用髒話罵或威脅我。,4,經常,4.0
35.上九年級以來，你曾在網路上遇到這樣的事情嗎？ - 35-2.別人說我的壞話。,4,偶爾,2.0
35.上九年級以來，你曾在網路上遇到這樣的事情嗎？ - 35-2.別人說我的壞話。,4,從未,1.0
35.上九年級以來，你曾在網路上遇到這樣的事情嗎？ - 35-2.別人說我的壞話。,4,有時,3.0
35.上九年級以來，你曾在網路上遇到這樣的事情嗎？ - 35-2.別人說我的壞話。,4,經常,4.0
35.上九年級以來，你曾在網路上遇到這樣的事情嗎？ - 35-3.不讓我加入討論。,4,偶爾,2.0
35.上九年級以來，你曾在網路上遇到這樣的事情嗎？ - 35-3.不讓我加入討論。,4,從未,1.0
35.上九年級以來，你曾在網路上遇到這樣的事情嗎？ - 35-3.不讓我加入討論。,4,有時,3.0
35.上九年級以來，你曾在網路上遇到這樣的事情嗎？ - 35-3.不讓我加入討論。,4,經常,4.0
35.上九年級以來，你曾在網路上遇到這樣的事情嗎？ - 35-4.被嘲笑外貌、言行舉止。,4,偶爾,2.0
35.上九年級以來，你曾在網路上遇到這樣的事情嗎？ - 35-4.被嘲笑外貌、言行舉止。,4,從未,1.0
35.上九年級以來，你曾在網路上遇到這樣的事情嗎？ - 35-4.被嘲笑外貌、言行舉止。,4,有時,3.0
35.上九年級以來，你曾在網路上遇到這樣的事情嗎？ - 35-4.被嘲笑外貌、言行舉止。,4,經常,4.0
35.上九年級以來，你曾在網路上遇到這樣的事情嗎？ - 35-5.被嘲笑我喜歡某人。,4,偶爾,2.0
35.上九年級以來，你曾在網路上遇到這樣的事情嗎？ - 35-5.被嘲笑我喜歡某人。,4,從未,1.0
35.上九年級以來，你曾在網路上遇到這樣的事情嗎？ - 35-5.被嘲笑我喜歡某人。,4,有時,3.0
35.上九年級以來，你曾在網路上遇到這樣的事情嗎？ - 35-5.被嘲笑我喜歡某人。,4,經常,4.0
35.上九年級以來，你曾在網路上遇到這樣的事情嗎？ - 35-6.在網路散布使我丟臉的照片或影片。,4,偶爾,2.0
35.上九年級以來，你曾在網路上遇到這樣的事情嗎？ - 35-6.在網路散布使我丟臉的照片或影片。,4,從未,1.0
35.上九年級以來，你曾在網路上遇到這樣的事情嗎？ - 35-6.在網路散布使我丟臉的照片或影片。,4,有時,3.0
35.上九年級以來，你曾在網路上遇到這樣的事情嗎？ - 35-6.在網路散布使我丟臉的照片或影片。,4,經常,4.0
35.上九年級以來，你曾在網路上遇到這樣的事情嗎？ - 35-7.假冒我的社交帳號或是電子郵件，在網路上發佈不實訊息。,4,偶爾,2.0
35.上九年級以來，你曾在網路上遇到這樣的事情嗎？ - 35-7.假冒我的社交帳號或是電子郵件，在網路上發佈不實訊息。,4,從未,1.0
35.上九年級以來，你曾在網路上遇到這樣的事情嗎？ - 35-7.假冒我的社交帳號或是電子郵件，在網路上發佈不實訊息。,4,有時,3.0
35.上九年級以來，你曾在網路上遇到這樣的事情嗎？ - 35-7.假冒我的社交帳號或是電子郵件，在網路上發佈不實訊息。,4,經常,4.0
36.上九年級以來，你曾在網路上，對別人辱罵、惡意取笑、拒絕加入討論、散佈丟臉的影片、發佈不實訊息等事情嗎？,2,不曾,0.0
36.上九年級以來，你曾在網路上，對別人辱罵、惡意取笑、拒絕加入討論、散佈丟臉的影片、發佈不實訊息等事情嗎？,2,曾經有,1.0
37.上九年級以來，你曾在網路上對別人做過這樣的事嗎？ - 37-1.用髒話罵或威脅某人。,4,偶爾,2.0
37.上九年級以來，你曾在網路上對別人做過這樣的事嗎？ - 37-1.用髒話罵或威脅某人。,4,從未,1.0
37.上九年級以來，你曾在網路上對別人做過這樣的事嗎？ - 37-1.用髒話罵或威脅某人。,4,有時,3.0
37.上九年級以來，你曾在網路上對別人做過這樣的事嗎？ - 37-1.用髒話罵或威脅某人。,4,經常,4.0
37.上九年級以來，你曾在網路上對別人做過這樣的事嗎？ - 37-2.說某人的壞話。,4,偶爾,2.0
37.上九年級以來，你曾在網路上對別人做過這樣的事嗎？ - 37-2.說某人的壞話。,4,從未,1.0
37.上九年級以來，你曾在網路上對別人做過這樣的事嗎？ - 37-2.說某人的壞話。,4,有時,3.0
37.上九年級以來，你曾在網路上對別人做過這樣的事嗎？ - 37-2.說某人的壞話。,4,經常,4.0
37.上九年級以來，你曾在網路上對別人做過這樣的事嗎？ - 37-3.不讓某人加入討論。,4,偶爾,2.0
37.上九年級以來，你曾在網路上對別人做過這樣的事嗎？ - 37-3.不讓某人加入討論。,4,從未,1.0
37.上九年級以來，你曾在網路上對別人做過這樣的事嗎？ - 37-3.不讓某人加入討論。,4,有時,3.0
37.上九年級以來，你曾在網路上對別人做過這樣的事嗎？ - 37-3.不讓某人加入討論。,4,經常,4.0
37.上九年級以來，你曾在網路上對別人做過這樣的事嗎？ - 37-4.嘲笑某人的外貌、言行舉止。,4,偶爾,2.0
37.上九年級以來，你曾在網路上對別人做過這樣的事嗎？ - 37-4.嘲笑某人的外貌、言行舉止。,4,從未,1.0
37.上九年級以來，你曾在網路上對別人做過這樣的事嗎？ - 37-4.嘲笑某人的外貌、言行舉止。,4,有時,3.0
37.上九年級以來，你曾在網路上對別人做過這樣的事嗎？ - 37-4.嘲笑某人的外貌、言行舉止。,4,經常,4.0
37.上九年級以來，你曾在網路上對別人做過這樣的事嗎？ - 37-5.嘲笑某人喜歡某個人。,4,偶爾,2.0
37.上九年級以來，你曾在網路上對別人做過這樣的事嗎？ - 37-5.嘲笑某人喜歡某個人。,4,從未,1.0
37.上九年級以來，你曾在網路上對別人做過這樣的事嗎？ - 37-5.嘲笑某人喜歡某個人。,4,有時,3.0
37.上九年級以來，你曾在網路上對別人做過這樣的事嗎？ - 37-5.嘲笑某人喜歡某個人。,4,經常,4.0
37.上九年級以來，你曾在網路上對別人做過這樣的事嗎？ - 37-6.在網路散布使某人丟臉的照片或影片。,4,偶爾,2.0
37.上九年級以來，你曾在網路上對別人做過這樣的事嗎？ - 37-6.在網路散布使某人丟臉的照片或影片。,4,從未,1.0
37.上九年級以來，你曾在網路上對別人做過這樣的事嗎？ - 37-6.在網路散布使某人丟臉的照片或影片。,4,有時,3.0
37.上九年級以來，你曾在網路上對別人做過這樣的事嗎？ - 37-6.在網路散布使某人丟臉的照片或影片。,4,經常,4.0
37.上九年級以來，你曾在網路上對別人做過這樣的事嗎？ - 37-7.用某人的社交帳號或是電子郵件，發佈不實的訊息給其他人。,4,偶爾,2.0
37.上九年級以來，你曾在網路上對別人做過這樣的事嗎？ - 37-7.用某人的社交帳號或是電子郵件，發佈不實的訊息給其他人。,4,從未,1.0
37.上九年級以來，你曾在網路上對別人做過這樣的事嗎？ - 37-7.用某人的社交帳號或是電子郵件，發佈不實的訊息給其他人。,4,有時,3.0
37.上九年級以來，你曾在網路上對別人做過這樣的事嗎？ - 37-7.用某人的社交帳號或是電子郵件，發佈不實的訊息給其他人。,4,經常,4.0
38.上九年級以來，同學之間有時會發生衝突。當有同學被欺負時，請問你多常做以下的事情？ - 38-1.當同學被惡意嘲笑時，我會幫忙被嘲笑的人。,5,偶爾,2.0
38.上九年級以來，同學之間有時會發生衝突。當有同學被欺負時，請問你多常做以下的事情？ - 38-1.當同學被惡意嘲笑時，我會幫忙被嘲笑的人。,5,從未,1.0
38.上九年級以來，同學之間有時會發生衝突。當有同學被欺負時，請問你多常做以下的事情？ - 38-1.當同學被惡意嘲笑時，我會幫忙被嘲笑的人。,5,有時,3.0
38.上九年級以來，同學之間有時會發生衝突。當有同學被欺負時，請問你多常做以下的事情？ - 38-1.當同學被惡意嘲笑時，我會幫忙被嘲笑的人。,5,沒發生過,0.0
38.上九年級以來，同學之間有時會發生衝突。當有同學被欺負時，請問你多常做以下的事情？ - 38-1.當同學被惡意嘲笑時，我會幫忙被嘲笑的人。,5,經常,4.0
38.上九年級以來，同學之間有時會發生衝突。當有同學被欺負時，請問你多常做以下的事情？ - 38-2.當同學被威脅、騷擾時，我會保護被威脅的人。,5,偶爾,2.0
38.上九年級以來，同學之間有時會發生衝突。當有同學被欺負時，請問你多常做以下的事情？ - 38-2.當同學被威脅、騷擾時，我會保護被威脅的人。,5,從未,1.0
38.上九年級以來，同學之間有時會發生衝突。當有同學被欺負時，請問你多常做以下的事情？ - 38-2.當同學被威脅、騷擾時，我會保護被威脅的人。,5,有時,3.0
38.上九年級以來，同學之間有時會發生衝突。當有同學被欺負時，請問你多常做以下的事情？ - 38-2.當同學被威脅、騷擾時，我會保護被威脅的人。,5,沒發生過,0.0
38.上九年級以來，同學之間有時會發生衝突。當有同學被欺負時，請問你多常做以下的事情？ - 38-2.當同學被威脅、騷擾時，我會保護被威脅的人。,5,經常,4.0
38.上九年級以來，同學之間有時會發生衝突。當有同學被欺負時，請問你多常做以下的事情？ - 38-3.當同學被惡意排擠而無法分組或參加活動時，我會設法讓同學不要被排擠。,5,偶爾,2.0
38.上九年級以來，同學之間有時會發生衝突。當有同學被欺負時，請問你多常做以下的事情？ - 38-3.當同學被惡意排擠而無法分組或參加活動時，我會設法讓同學不要被排擠。,5,從未,1.0
38.上九年級以來，同學之間有時會發生衝突。當有同學被欺負時，請問你多常做以下的事情？ - 38-3.當同學被惡意排擠而無法分組或參加活動時，我會設法讓同學不要被排擠。,5,有時,3.0
38.上九年級以來，同學之間有時會發生衝突。當有同學被欺負時，請問你多常做以下的事情？ - 38-3.當同學被惡意排擠而無法分組或參加活動時，我會設法讓同學不要被排擠。,5,沒發生過,0.0
38.上九年級以來，同學之間有時會發生衝突。當有同學被欺負時，請問你多常做以下的事情？ - 38-3.當同學被惡意排擠而無法分組或參加活動時，我會設法讓同學不要被排擠。,5,經常,4.0
38.上九年級以來，同學之間有時會發生衝突。當有同學被欺負時，請問你多常做以下的事情？ - 38-4.當別人嘲笑特定同學，我不會加入對話，或將這些內容傳給別人。,5,偶爾,2.0
38.上九年級以來，同學之間有時會發生衝突。當有同學被欺負時，請問你多常做以下的事情？ - 38-4.當別人嘲笑特定同學，我不會加入對話，或將這些內容傳給別人。,5,從未,1.0
38.上九年級以來，同學之間有時會發生衝突。當有同學被欺負時，請問你多常做以下的事情？ - 38-4.當別人嘲笑特定同學，我不會加入對話，或將這些內容傳給別人。,5,有時,3.0
38.上九年級以來，同學之間有時會發生衝突。當有同學被欺負時，請問你多常做以下的事情？ - 38-4.當別人嘲笑特定同學，我不會加入對話，或將這些內容傳給別人。,5,沒發生過,0.0
38.上九年級以來，同學之間有時會發生衝突。當有同學被欺負時，請問你多常做以下的事情？ - 38-4.當別人嘲笑特定同學，我不會加入對話，或將這些內容傳給別人。,5,經常,4.0
38.上九年級以來，同學之間有時會發生衝突。當有同學被欺負時，請問你多常做以下的事情？ - 38-5.當我知道有同學被威脅、騷擾，我不會有任何反應或行動。,5,偶爾,2.0
38.上九年級以來，同學之間有時會發生衝突。當有同學被欺負時，請問你多常做以下的事情？ - 38-5.當我知道有同學被威脅、騷擾，我不會有任何反應或行動。,5,從未,1.0
38.上九年級以來，同學之間有時會發生衝突。當有同學被欺負時，請問你多常做以下的事情？ - 38-5.當我知道有同學被威脅、騷擾，我不會有任何反應或行動。,5,有時,3.0
38.上九年級以來，同學之間有時會發生衝突。當有同學被欺負時，請問你多常做以下的事情？ - 38-5.當我知道有同學被威脅、騷擾，我不會有任何反應或行動。,5,沒發生過,0.0
38.上九年級以來，同學之間有時會發生衝突。當有同學被欺負時，請問你多常做以下的事情？ - 38-5.當我知道有同學被威脅、騷擾，我不會有任何反應或行動。,5,經常,4.0
38.上九年級以來，同學之間有時會發生衝突。當有同學被欺負時，請問你多常做以下的事情？ - 38-6.當有人被惡意排擠而無法分組或參加活動時，我不會多管閒事。,5,偶爾,2.0
38.上九年級以來，同學之間有時會發生衝突。當有同學被欺負時，請問你多常做以下的事情？ - 38-6.當有人被惡意排擠而無法分組或參加活動時，我不會多管閒事。,5,從未,1.0
38.上九年級以來，同學之間有時會發生衝突。當有同學被欺負時，請問你多常做以下的事情？ - 38-6.當有人被惡意排擠而無法分組或參加活動時，我不會多管閒事。,5,有時,3.0
38.上九年級以來，同學之間有時會發生衝突。當有同學被欺負時，請問你多常做以下的事情？ - 38-6.當有人被惡意排擠而無法分組或參加活動時，我不會多管閒事。,5,沒發生過,0.0
38.上九年級以來，同學之間有時會發生衝突。當有同學被欺負時，請問你多常做以下的事情？ - 38-6.當有人被惡意排擠而無法分組或參加活動時，我不會多管閒事。,5,經常,4.0
38.上九年級以來，同學之間有時會發生衝突。當有同學被欺負時，請問你多常做以下的事情？ - 38-7.當我收到別人傳來同學的出醜或是不雅照片，我不會傳給別人。,5,偶爾,2.0
38.上九年級以來，同學之間有時會發生衝突。當有同學被欺負時，請問你多常做以下的事情？ - 38-7.當我收到別人傳來同學的出醜或是不雅照片，我不會傳給別人。,5,從未,1.0
38.上九年級以來，同學之間有時會發生衝突。當有同學被欺負時，請問你多常做以下的事情？ - 38-7.當我收到別人傳來同學的出醜或是不雅照片，我不會傳給別人。,5,有時,3.0
