student_id,class_source_raw,class_numeric_final,parse_method,conversion_stage
s112071311085,812,812,numeric_integer,numeric_integer
s112071311086,812,812,numeric_integer,numeric_integer
s112071311087,812,812,numeric_integer,numeric_integer
s112071311088,812,812,numeric_integer,numeric_integer
s112071311089,812,812,numeric_integer,numeric_integer
s112071311091,812,812,numeric_integer,numeric_integer
s112071311092,812,812,numeric_integer,numeric_integer
s112071311093,812,812,numeric_integer,numeric_integer
s112071311094,812,812,numeric_integer,numeric_integer
s112071311095,812,812,numeric_integer,numeric_integer
s112071311096,812,812,numeric_integer,numeric_integer
s112071311097,812,812,numeric_integer,numeric_integer
s112071311098,812,812,numeric_integer,numeric_integer
s112071311099,812,812,numeric_integer,numeric_integer
s112071311100,812,812,numeric_integer,numeric_integer
s112071311102,812,812,numeric_integer,numeric_integer
s112071311103,812,812,numeric_integer,numeric_integer
s112071311104,812,812,numeric_integer,numeric_integer
s112071311105,812,812,numeric_integer,numeric_integer
s112071311106,812,812,numeric_integer,numeric_integer
s112071311107,812,812,numeric_integer,numeric_integer
s112071311109,812,812,numeric_integer,numeric_integer
s112071311110,812,812,numeric_integer,numeric_integer
s112071311111,812,812,numeric_integer,numeric_integer
s112071311112,812,812,numeric_integer,numeric_integer
s112071311113,812,812,numeric_integer,numeric_integer
s112071311114,812,812,numeric_integer,numeric_integer
s112071311115,812,812,numeric_integer,numeric_integer
s112071311116,812,812,numeric_integer,numeric_integer
s112071311117,812,812,numeric_integer,numeric_integer
s112071311118,812,812,numeric_integer,numeric_integer
s112071311120,812,812,numeric_integer,numeric_integer
s113071311004,812,812,numeric_integer,numeric_integer
s113071311005,812,812,numeric_integer,numeric_integer
s112071318023,國中二A,7131801,unparsed,school_label_encoded_fallback
s112071318024,國中二A,7131801,unparsed,school_label_encoded_fallback
s112071318025,國中二A,7131801,unparsed,school_label_encoded_fallback
s112071318026,國中二A,7131801,unparsed,school_label_encoded_fallback
s112071318030,國中二A,7131801,unparsed,school_label_encoded_fallback
s113071318002,國中二A,7131801,unparsed,school_label_encoded_fallback
s112074323024,202,202,numeric_integer,numeric_integer
s112074323025,202,202,numeric_integer,numeric_integer
s112074323026,202,202,numeric_integer,numeric_integer
s112074323027,202,202,numeric_integer,numeric_integer
s112074323028,202,202,numeric_integer,numeric_integer
s112074323029,202,202,numeric_integer,numeric_integer
s112074323030,202,202,numeric_integer,numeric_integer
s112074323031,202,202,numeric_integer,numeric_integer
s112074323033,202,202,numeric_integer,numeric_integer
s112074323034,202,202,numeric_integer,numeric_integer
s112074323035,202,202,numeric_integer,numeric_integer
s112074323037,202,202,numeric_integer,numeric_integer
s112074323038,202,202,numeric_integer,numeric_integer
s112074323039,202,202,numeric_integer,numeric_integer
s112074323040,202,202,numeric_integer,numeric_integer
s112074323041,202,202,numeric_integer,numeric_integer
s112074323042,202,202,numeric_integer,numeric_integer
s112074323043,202,202,numeric_integer,numeric_integer
s112074323044,202,202,numeric_integer,numeric_integer
s112074323045,202,202,numeric_integer,numeric_integer
s112074323046,202,202,numeric_integer,numeric_integer
s112074323047,202,202,numeric_integer,numeric_integer
s112074323048,202,202,numeric_integer,numeric_integer
s112074323051,208,208,numeric_integer,numeric_integer
s112074323052,208,208,numeric_integer,numeric_integer
s112074323053,208,208,numeric_integer,numeric_integer
s112074323054,208,208,numeric_integer,numeric_integer
s112074323055,208,208,numeric_integer,numeric_integer
s112074323056,208,208,numeric_integer,numeric_integer
s112074323057,208,208,numeric_integer,numeric_integer
s112074323058,208,208,numeric_integer,numeric_integer
s112074323059,208,208,numeric_integer,numeric_integer
s112074323060,208,208,numeric_integer,numeric_integer
s112074323061,208,208,numeric_integer,numeric_integer
s112074323062,208,208,numeric_integer,numeric_integer
s112074323063,208,208,numeric_integer,numeric_integer
s112074323064,208,208,numeric_integer,numeric_integer
s112074323065,208,208,numeric_integer,numeric_integer
s112074323066,208,208,numeric_integer,numeric_integer
s112074323067,208,208,numeric_integer,numeric_integer
s112074323068,208,208,numeric_integer,numeric_integer
s112074323069,208,208,numeric_integer,numeric_integer
s112074323070,208,208,numeric_integer,numeric_integer
s112074323071,208,208,numeric_integer,numeric_integer
s112074323072,208,208,numeric_integer,numeric_integer
s112074323073,208,208,numeric_integer,numeric_integer
s112074323074,208,208,numeric_integer,numeric_integer
s112074323075,208,208,numeric_integer,numeric_integer
s112074323076,208,208,numeric_integer,numeric_integer
s112074505024,八年1班,801,grade_year_class_pattern,grade_year_class_pattern
s112074505025,八年1班,801,grade_year_class_pattern,grade_year_class_pattern
s112074505026,八年1班,801,grade_year_class_pattern,grade_year_class_pattern
s112074505027,八年1班,801,grade_year_class_pattern,grade_year_class_pattern
s112074505028,八年1班,801,grade_year_class_pattern,grade_year_class_pattern
s112074505029,八年1班,801,grade_year_class_pattern,grade_year_class_pattern
s112074505030,八年1班,801,grade_year_class_pattern,grade_year_class_pattern
s112074505031,八年1班,801,grade_year_class_pattern,grade_year_class_pattern
s112074505032,八年1班,801,grade_year_class_pattern,grade_year_class_pattern
s112074505033,八年1班,801,grade_year_class_pattern,grade_year_class_pattern
s112074505034,八年1班,801,grade_year_class_pattern,grade_year_class_pattern
s112074505035,八年1班,801,grade_year_class_pattern,grade_year_class_pattern
s112074505036,八年1班,801,grade_year_class_pattern,grade_year_class_pattern
s112074505037,八年1班,801,grade_year_class_pattern,grade_year_class_pattern
s112074505038,八年1班,801,grade_year_class_pattern,grade_year_class_pattern
s112074505039,八年1班,801,grade_year_class_pattern,grade_year_class_pattern
s112074505040,八年1班,801,grade_year_class_pattern,grade_year_class_pattern
s112074505041,八年1班,801,grade_year_class_pattern,grade_year_class_pattern
s112074505042,八年1班,801,grade_year_class_pattern,grade_year_class_pattern
s112074505043,八年1班,801,grade_year_class_pattern,grade_year_class_pattern
s112074505044,八年1班,801,grade_year_class_pattern,grade_year_class_pattern
s112074505045,八年1班,801,grade_year_class_pattern,grade_year_class_pattern
s112074505046,八年1班,801,grade_year_class_pattern,grade_year_class_pattern
s112074505047,八年1班,801,grade_year_class_pattern,grade_year_class_pattern
s112074505048,八年1班,801,grade_year_class_pattern,grade_year_class_pattern
s112074505049,八年1班,801,grade_year_class_pattern,grade_year_class_pattern
s112074505051,八年1班,801,grade_year_class_pattern,grade_year_class_pattern
s112074505054,八年7班,807,grade_year_class_pattern,grade_year_class_pattern
s112074505055,八年7班,807,grade_year_class_pattern,grade_year_class_pattern
s112074505056,八年7班,807,grade_year_class_pattern,grade_year_class_pattern
s112074505057,八年7班,807,grade_year_class_pattern,grade_year_class_pattern
s112074505058,八年7班,807,grade_year_class_pattern,grade_year_class_pattern
s112074505059,八年7班,807,grade_year_class_pattern,grade_year_class_pattern
s112074505060,八年7班,807,grade_year_class_pattern,grade_year_class_pattern
s112074505061,八年7班,807,grade_year_class_pattern,grade_year_class_pattern
s112074505062,八年7班,807,grade_year_class_pattern,grade_year_class_pattern
s112074505063,八年7班,807,grade_year_class_pattern,grade_year_class_pattern
s112074505064,八年7班,807,grade_year_class_pattern,grade_year_class_pattern
s112074505065,八年7班,807,grade_year_class_pattern,grade_year_class_pattern
s112074505066,八年7班,807,grade_year_class_pattern,grade_year_class_pattern
s112074505067,八年7班,807,grade_year_class_pattern,grade_year_class_pattern
s112074505068,八年7班,807,grade_year_class_pattern,grade_year_class_pattern
s112074505069,八年7班,807,grade_year_class_pattern,grade_year_class_pattern
s112074505070,八年7班,807,grade_year_class_pattern,grade_year_class_pattern
s112074505071,八年7班,807,grade_year_class_pattern,grade_year_class_pattern
s112074505072,八年7班,807,grade_year_class_pattern,grade_year_class_pattern
s112074505073,八年7班,807,grade_year_class_pattern,grade_year_class_pattern
s112074505074,八年7班,807,grade_year_class_pattern,grade_year_class_pattern
s112074505075,八年7班,807,grade_year_class_pattern,grade_year_class_pattern
s112074505076,八年7班,807,grade_year_class_pattern,grade_year_class_pattern
s112074505077,八年7班,807,grade_year_class_pattern,grade_year_class_pattern
s112074505078,八年7班,807,grade_year_class_pattern,grade_year_class_pattern
s112074505079,八年7班,807,grade_year_class_pattern,grade_year_class_pattern
s112074505080,八年7班,807,grade_year_class_pattern,grade_year_class_pattern
s112074505081,八年7班,807,grade_year_class_pattern,grade_year_class_pattern
s112074510024,801,801,numeric_integer,numeric_integer
s112074510025,801,801,numeric_integer,numeric_integer
s112074510026,801,801,numeric_integer,numeric_integer
s112074510027,801,801,numeric_integer,numeric_integer
s112074510028,801,801,numeric_integer,numeric_integer
s112074510029,801,801,numeric_integer,numeric_integer
s112074510030,801,801,numeric_integer,numeric_integer
s112074510031,801,801,numeric_integer,numeric_integer
s112074510032,801,801,numeric_integer,numeric_integer
s112074510033,801,801,numeric_integer,numeric_integer
s112074510034,801,801,numeric_integer,numeric_integer
s112074510035,801,801,numeric_integer,numeric_integer
s112074510036,801,801,numeric_integer,numeric_integer
s112074510037,801,801,numeric_integer,numeric_integer
s112074510039,801,801,numeric_integer,numeric_integer
s112074510040,801,801,numeric_integer,numeric_integer
s112074510041,801,801,numeric_integer,numeric_integer
s112074510042,801,801,numeric_integer,numeric_integer
s112074510043,801,801,numeric_integer,numeric_integer
s112074510044,801,801,numeric_integer,numeric_integer
s112074510045,801,801,numeric_integer,numeric_integer
s112074510046,801,801,numeric_integer,numeric_integer
s112074510047,801,801,numeric_integer,numeric_integer
s112074510048,801,801,numeric_integer,numeric_integer
s112074510049,801,801,numeric_integer,numeric_integer
s112074510050,801,801,numeric_integer,numeric_integer
s113074510003,801,801,numeric_integer,numeric_integer
s113074510004,801,801,numeric_integer,numeric_integer
s112074510053,807,807,numeric_integer,numeric_integer
s112074510054,807,807,numeric_integer,numeric_integer
s112074510055,807,807,numeric_integer,numeric_integer
s112074510056,807,807,numeric_integer,numeric_integer
s112074510057,807,807,numeric_integer,numeric_integer
s112074510058,807,807,numeric_integer,numeric_integer
s112074510059,807,807,numeric_integer,numeric_integer
s112074510060,807,807,numeric_integer,numeric_integer
s112074510061,807,807,numeric_integer,numeric_integer
s112074510062,807,807,numeric_integer,numeric_integer
s112074510063,807,807,numeric_integer,numeric_integer
s112074510064,807,807,numeric_integer,numeric_integer
s112074510065,807,807,numeric_integer,numeric_integer
s112074510066,807,807,numeric_integer,numeric_integer
s112074510067,807,807,numeric_integer,numeric_integer
s112074510068,807,807,numeric_integer,numeric_integer
s112074510069,807,807,numeric_integer,numeric_integer
s112074510070,807,807,numeric_integer,numeric_integer
s112074510071,807,807,numeric_integer,numeric_integer
s112074510073,807,807,numeric_integer,numeric_integer
s112074510074,807,807,numeric_integer,numeric_integer
s112074510075,807,807,numeric_integer,numeric_integer
s112074510076,807,807,numeric_integer,numeric_integer
s112074510077,807,807,numeric_integer,numeric_integer
s112074510078,807,807,numeric_integer,numeric_integer
s112074510079,807,807,numeric_integer,numeric_integer
s112074510080,807,807,numeric_integer,numeric_integer
s113074510006,807,807,numeric_integer,numeric_integer
s112074511024,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074511025,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074511026,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074511027,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074511028,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074511029,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074511030,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074511031,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074511032,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074511033,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074511034,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074511035,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074511036,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074511037,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074511038,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074511039,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074511040,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074511041,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074511042,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074511043,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074511044,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074511046,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074511047,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074511048,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074511049,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074511050,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074511051,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s113074511003,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s113074511004,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074511054,八年四班,804,grade_year_class_pattern,grade_year_class_pattern
s112074511055,八年四班,804,grade_year_class_pattern,grade_year_class_pattern
s112074511056,八年四班,804,grade_year_class_pattern,grade_year_class_pattern
s112074511057,八年四班,804,grade_year_class_pattern,grade_year_class_pattern
s112074511058,八年四班,804,grade_year_class_pattern,grade_year_class_pattern
s112074511059,八年四班,804,grade_year_class_pattern,grade_year_class_pattern
s112074511060,八年四班,804,grade_year_class_pattern,grade_year_class_pattern
s112074511061,八年四班,804,grade_year_class_pattern,grade_year_class_pattern
s112074511062,八年四班,804,grade_year_class_pattern,grade_year_class_pattern
s112074511063,八年四班,804,grade_year_class_pattern,grade_year_class_pattern
s112074511064,八年四班,804,grade_year_class_pattern,grade_year_class_pattern
s112074511065,八年四班,804,grade_year_class_pattern,grade_year_class_pattern
s112074511066,八年四班,804,grade_year_class_pattern,grade_year_class_pattern
s112074511067,八年四班,804,grade_year_class_pattern,grade_year_class_pattern
s112074511068,八年四班,804,grade_year_class_pattern,grade_year_class_pattern
s112074511069,八年四班,804,grade_year_class_pattern,grade_year_class_pattern
s112074511070,八年四班,804,grade_year_class_pattern,grade_year_class_pattern
s112074511071,八年四班,804,grade_year_class_pattern,grade_year_class_pattern
s112074511072,八年四班,804,grade_year_class_pattern,grade_year_class_pattern
s112074511073,八年四班,804,grade_year_class_pattern,grade_year_class_pattern
s112074511074,八年四班,804,grade_year_class_pattern,grade_year_class_pattern
s112074511075,八年四班,804,grade_year_class_pattern,grade_year_class_pattern
s112074511076,八年四班,804,grade_year_class_pattern,grade_year_class_pattern
s112074511077,八年四班,804,grade_year_class_pattern,grade_year_class_pattern
s112074511078,八年四班,804,grade_year_class_pattern,grade_year_class_pattern
s112074511079,八年四班,804,grade_year_class_pattern,grade_year_class_pattern
s112074511080,八年四班,804,grade_year_class_pattern,grade_year_class_pattern
s112074511082,八年四班,804,grade_year_class_pattern,grade_year_class_pattern
s112074518024,806,806,numeric_integer,numeric_integer
s112074518025,806,806,numeric_integer,numeric_integer
s112074518026,806,806,numeric_integer,numeric_integer
s112074518027,806,806,numeric_integer,numeric_integer
s112074518028,806,806,numeric_integer,numeric_integer
s112074518029,806,806,numeric_integer,numeric_integer
s112074518030,806,806,numeric_integer,numeric_integer
s112074518031,806,806,numeric_integer,numeric_integer
s112074518032,806,806,numeric_integer,numeric_integer
s112074518033,806,806,numeric_integer,numeric_integer
s112074518034,806,806,numeric_integer,numeric_integer
s112074518035,806,806,numeric_integer,numeric_integer
s112074518036,806,806,numeric_integer,numeric_integer
s112074518037,806,806,numeric_integer,numeric_integer
s112074518038,806,806,numeric_integer,numeric_integer
s112074518039,806,806,numeric_integer,numeric_integer
s112074518040,806,806,numeric_integer,numeric_integer
s112074518041,806,806,numeric_integer,numeric_integer
s112074518042,806,806,numeric_integer,numeric_integer
s112074518043,806,806,numeric_integer,numeric_integer
s112074518044,806,806,numeric_integer,numeric_integer
s112074518045,806,806,numeric_integer,numeric_integer
s112074518046,806,806,numeric_integer,numeric_integer
s112074518047,806,806,numeric_integer,numeric_integer
s112074518048,806,806,numeric_integer,numeric_integer
s112074518049,806,806,numeric_integer,numeric_integer
s113074518003,806,806,numeric_integer,numeric_integer
s112074518052,813,813,numeric_integer,numeric_integer
s112074518053,813,813,numeric_integer,numeric_integer
s112074518054,813,813,numeric_integer,numeric_integer
s112074518055,813,813,numeric_integer,numeric_integer
s112074518056,813,813,numeric_integer,numeric_integer
s112074518057,813,813,numeric_integer,numeric_integer
s112074518059,813,813,numeric_integer,numeric_integer
s112074518060,813,813,numeric_integer,numeric_integer
s112074518061,813,813,numeric_integer,numeric_integer
s112074518064,813,813,numeric_integer,numeric_integer
s112074518065,813,813,numeric_integer,numeric_integer
s112074518066,813,813,numeric_integer,numeric_integer
s112074518067,813,813,numeric_integer,numeric_integer
s112074518068,813,813,numeric_integer,numeric_integer
s112074518069,813,813,numeric_integer,numeric_integer
s112074518070,813,813,numeric_integer,numeric_integer
s112074518072,813,813,numeric_integer,numeric_integer
s112074518073,813,813,numeric_integer,numeric_integer
s112074518074,813,813,numeric_integer,numeric_integer
s112074518075,813,813,numeric_integer,numeric_integer
s112074518076,813,813,numeric_integer,numeric_integer
s113074518004,813,813,numeric_integer,numeric_integer
s112074534024,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074534025,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074534026,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074534027,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074534029,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074534030,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074534031,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074534032,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074534033,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074534034,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074534035,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074534036,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074534037,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074534038,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074534039,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074534040,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074534041,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074534042,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074534043,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074534044,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074534045,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074534046,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074534047,八年一班,801,grade_year_class_pattern,grade_year_class_pattern
s112074534050,八年三班,803,grade_year_class_pattern,grade_year_class_pattern
s112074534051,八年三班,803,grade_year_class_pattern,grade_year_class_pattern
s112074534052,八年三班,803,grade_year_class_pattern,grade_year_class_pattern
s112074534053,八年三班,803,grade_year_class_pattern,grade_year_class_pattern
s112074534054,八年三班,803,grade_year_class_pattern,grade_year_class_pattern
s112074534055,八年三班,803,grade_year_class_pattern,grade_year_class_pattern
s112074534056,八年三班,803,grade_year_class_pattern,grade_year_class_pattern
s112074534057,八年三班,803,grade_year_class_pattern,grade_year_class_pattern
s112074534058,八年三班,803,grade_year_class_pattern,grade_year_class_pattern
s112074534059,八年三班,803,grade_year_class_pattern,grade_year_class_pattern
s112074534060,八年三班,803,grade_year_class_pattern,grade_year_class_pattern
s112074534061,八年三班,803,grade_year_class_pattern,grade_year_class_pattern
s112074534062,八年三班,803,grade_year_class_pattern,grade_year_class_pattern
s112074534063,八年三班,803,grade_year_class_pattern,grade_year_class_pattern
s112074534064,八年三班,803,grade_year_class_pattern,grade_year_class_pattern
s112074534065,八年三班,803,grade_year_class_pattern,grade_year_class_pattern
s112074534066,八年三班,803,grade_year_class_pattern,grade_year_class_pattern
s112074534067,八年三班,803,grade_year_class_pattern,grade_year_class_pattern
s112074534068,八年三班,803,grade_year_class_pattern,grade_year_class_pattern
s112074534069,八年三班,803,grade_year_class_pattern,grade_year_class_pattern
s112074534070,八年三班,803,grade_year_class_pattern,grade_year_class_pattern
s112074534071,八年三班,803,grade_year_class_pattern,grade_year_class_pattern
s112074534072,八年三班,803,grade_year_class_pattern,grade_year_class_pattern
s112074534073,八年三班,803,grade_year_class_pattern,grade_year_class_pattern
s113074534003,八年三班,803,grade_year_class_pattern,grade_year_class_pattern
s112074536024,805,805,numeric_integer,numeric_integer
s112074536025,805,805,numeric_integer,numeric_integer
s112074536026,805,805,numeric_integer,numeric_integer
s112074536027,805,805,numeric_integer,numeric_integer
s112074536028,805,805,numeric_integer,numeric_integer
s112074536029,805,805,numeric_integer,numeric_integer
s112074536030,805,805,numeric_integer,numeric_integer
s112074536031,805,805,numeric_integer,numeric_integer
s112074536032,805,805,numeric_integer,numeric_integer
s112074536033,805,805,numeric_integer,numeric_integer
s112074536034,805,805,numeric_integer,numeric_integer
s112074536035,805,805,numeric_integer,numeric_integer
s112074536036,805,805,numeric_integer,numeric_integer
s112074536037,805,805,numeric_integer,numeric_integer
s112074536038,805,805,numeric_integer,numeric_integer
s112074536039,805,805,numeric_integer,numeric_integer
s112074536040,805,805,numeric_integer,numeric_integer
s112074536041,805,805,numeric_integer,numeric_integer
s112074536042,805,805,numeric_integer,numeric_integer
s112074536043,805,805,numeric_integer,numeric_integer
s112074536044,805,805,numeric_integer,numeric_integer
s112074536046,805,805,numeric_integer,numeric_integer
s112074536047,805,805,numeric_integer,numeric_integer
s112074536048,805,805,numeric_integer,numeric_integer
s112074536049,805,805,numeric_integer,numeric_integer
s112074536053,815,815,numeric_integer,numeric_integer
s112074536054,815,815,numeric_integer,numeric_integer
s112074536055,815,815,numeric_integer,numeric_integer
s112074536057,815,815,numeric_integer,numeric_integer
s112074536058,815,815,numeric_integer,numeric_integer
s112074536059,815,815,numeric_integer,numeric_integer
s112074536060,815,815,numeric_integer,numeric_integer
s112074536061,815,815,numeric_integer,numeric_integer
s112074536062,815,815,numeric_integer,numeric_integer
s112074536063,815,815,numeric_integer,numeric_integer
s112074536064,815,815,numeric_integer,numeric_integer
s112074536065,815,815,numeric_integer,numeric_integer
s112074536066,815,815,numeric_integer,numeric_integer
s112074536067,815,815,numeric_integer,numeric_integer
s112074536068,815,815,numeric_integer,numeric_integer
s112074536069,815,815,numeric_integer,numeric_integer
s112074536070,815,815,numeric_integer,numeric_integer
s112074536071,815,815,numeric_integer,numeric_integer
s112074536072,815,815,numeric_integer,numeric_integer
s112074536073,815,815,numeric_integer,numeric_integer
s112074536074,815,815,numeric_integer,numeric_integer
s112074536075,815,815,numeric_integer,numeric_integer
s112074536076,815,815,numeric_integer,numeric_integer
s112074536077,815,815,numeric_integer,numeric_integer
s112074536078,815,815,numeric_integer,numeric_integer
s113074536003,815,815,numeric_integer,numeric_integer
s113074536004,815,815,numeric_integer,numeric_integer
s112074538025,807,807,numeric_integer,numeric_integer
s112074538026,807,807,numeric_integer,numeric_integer
s112074538027,807,807,numeric_integer,numeric_integer
s112074538028,807,807,numeric_integer,numeric_integer
s112074538029,807,807,numeric_integer,numeric_integer
s112074538030,807,807,numeric_integer,numeric_integer
s112074538031,807,807,numeric_integer,numeric_integer
s112074538032,807,807,numeric_integer,numeric_integer
s112074538033,807,807,numeric_integer,numeric_integer
s112074538034,807,807,numeric_integer,numeric_integer
s112074538035,807,807,numeric_integer,numeric_integer
s112074538036,807,807,numeric_integer,numeric_integer
s112074538037,807,807,numeric_integer,numeric_integer
s112074538038,807,807,numeric_integer,numeric_integer
s112074538039,807,807,numeric_integer,numeric_integer
s112074538040,807,807,numeric_integer,numeric_integer
s112074538041,807,807,numeric_integer,numeric_integer
s112074538042,807,807,numeric_integer,numeric_integer
s112074538043,807,807,numeric_integer,numeric_integer
s112074538044,807,807,numeric_integer,numeric_integer
s112074538045,807,807,numeric_integer,numeric_integer
s112074538046,807,807,numeric_integer,numeric_integer
s112074538047,807,807,numeric_integer,numeric_integer
s112074538048,807,807,numeric_integer,numeric_integer
s112074538049,807,807,numeric_integer,numeric_integer
s112074538050,807,807,numeric_integer,numeric_integer
s112074538053,816,816,numeric_integer,numeric_integer
s112074538054,816,816,numeric_integer,numeric_integer
s112074538055,816,816,numeric_integer,numeric_integer
s112074538056,816,816,numeric_integer,numeric_integer
s112074538057,816,816,numeric_integer,numeric_integer
s112074538058,816,816,numeric_integer,numeric_integer
s112074538059,816,816,numeric_integer,numeric_integer
s112074538060,816,816,numeric_integer,numeric_integer
s112074538061,816,816,numeric_integer,numeric_integer
s112074538062,816,816,numeric_integer,numeric_integer
s112074538065,816,816,numeric_integer,numeric_integer
s112074538066,816,816,numeric_integer,numeric_integer
s112074538067,816,816,numeric_integer,numeric_integer
s112074538068,816,816,numeric_integer,numeric_integer
s112074538069,816,816,numeric_integer,numeric_integer
s112074538070,816,816,numeric_integer,numeric_integer
s112074538071,816,816,numeric_integer,numeric_integer
s112074538072,816,816,numeric_integer,numeric_integer
s112074538073,816,816,numeric_integer,numeric_integer
s112074538074,816,816,numeric_integer,numeric_integer
s112074538075,816,816,numeric_integer,numeric_integer
s112074538076,816,816,numeric_integer,numeric_integer
s112074538077,816,816,numeric_integer,numeric_integer
s112074538078,816,816,numeric_integer,numeric_integer
s112074538079,816,816,numeric_integer,numeric_integer
s112084503056,8年10班,810,grade_year_class_pattern,grade_year_class_pattern
s112084503057,8年10班,810,grade_year_class_pattern,grade_year_class_pattern
s112084503058,8年10班,810,grade_year_class_pattern,grade_year_class_pattern
s112084503059,8年10班,810,grade_year_class_pattern,grade_year_class_pattern
s112084503060,8年10班,810,grade_year_class_pattern,grade_year_class_pattern
s112084503061,8年10班,810,grade_year_class_pattern,grade_year_class_pattern
s112084503062,8年10班,810,grade_year_class_pattern,grade_year_class_pattern
s112084503063,8年10班,810,grade_year_class_pattern,grade_year_class_pattern
s112084503064,8年10班,810,grade_year_class_pattern,grade_year_class_pattern
s112084503065,8年10班,810,grade_year_class_pattern,grade_year_class_pattern
s112084503066,8年10班,810,grade_year_class_pattern,grade_year_class_pattern
s112084503067,8年10班,810,grade_year_class_pattern,grade_year_class_pattern
s112084503068,8年10班,810,grade_year_class_pattern,grade_year_class_pattern
s112084503069,8年10班,810,grade_year_class_pattern,grade_year_class_pattern
s112084503070,8年10班,810,grade_year_class_pattern,grade_year_class_pattern
s112084503071,8年10班,810,grade_year_class_pattern,grade_year_class_pattern
s112084503072,8年10班,810,grade_year_class_pattern,grade_year_class_pattern
s112084503073,8年10班,810,grade_year_class_pattern,grade_year_class_pattern
s112084503074,8年10班,810,grade_year_class_pattern,grade_year_class_pattern
s112084503076,8年10班,810,grade_year_class_pattern,grade_year_class_pattern
s112084503077,8年10班,810,grade_year_class_pattern,grade_year_class_pattern
s112084503078,8年10班,810,grade_year_class_pattern,grade_year_class_pattern
s112084503079,8年10班,810,grade_year_class_pattern,grade_year_class_pattern
s112084503080,8年10班,810,grade_year_class_pattern,grade_year_class_pattern
s112084503081,8年10班,810,grade_year_class_pattern,grade_year_class_pattern
s112084503082,8年10班,810,grade_year_class_pattern,grade_year_class_pattern
s112084503083,8年10班,810,grade_year_class_pattern,grade_year_class_pattern
s112084503084,8年10班,810,grade_year_class_pattern,grade_year_class_pattern
s112084503085,8年10班,810,grade_year_class_pattern,grade_year_class_pattern
s113084503005,8年10班,810,grade_year_class_pattern,grade_year_class_pattern
s112084503024,8年3班,803,grade_year_class_pattern,grade_year_class_pattern
s112084503025,8年3班,803,grade_year_class_pattern,grade_year_class_pattern
s112084503026,8年3班,803,grade_year_class_pattern,grade_year_class_pattern
s112084503027,8年3班,803,grade_year_class_pattern,grade_year_class_pattern
